Title Name,Soundex
INDIAN JOURNAL OF PSYCHOLOGICAL MEDICINE,I53526541242453
INDIAN JOURNAL OF INTERNAL MEDICINE,I53526541536545
INDIAN CALENDAR OF MEDICAL EVENTS,I53524536153241
INDIAN OIL SAMACHAR,I53542526000000
THE INDIAN BANKING & FINANCIAL REVIEW,T53515252152461
INDIAN JOURNAL OF MEDICAL SCIENCE,I53526541532425
ARCHITECT AND INTERIORS INDIA,A62323535362530
THE INDIAN TEXTILE JOURNAL,T53532342654000
ASIAN AND INDIAN SKYWAYS,A25353520000000
INDIAN READER,I53563600000000
ASAKA INDIA,A25300000000000
INDIAN INSTITUTE OF RD TRANSPORT MONTHLY BULLETIN,I53523163652163
THE INDIAN PRACTITIONER,T53516235600000
POWER WATCH INDIA,P63253000000000
CW INTERIORS INDIA,C53625300000000
ENLIGHTEN INDIA,E54235300000000
HOTELIER INDIA,H34653000000000
INDIAN TEXTILE BULLETIN,I53532341435000
ENVIRONMENTAL CONCERNS OF INDIA,E51653425265215
INDUSTRIAL NEWS OF INDIA,I53236452153000
POPULAR ELECTRONICS INDIA,P14642365253000
INDIAN SOJOURN,I53526500000000
STATE BANK OF INDIA MONTHLY REVIEW,S31521535346100
RURAL INDIA,R64530000000000
INDIAN RUBBER & PLASTICS AGE,I53561614232000
INDIAN DRUGS,I53536200000000
INDIAN CHEMICAL JOURNAL,I53525242654000
SHADOW INDIA,S35300000000000
INDIAN ECONOMY & MARKET,I53525623000000
CHEMICAL AGE OF INDIA,C52421530000000
NUCLEAR INDIA,N24653000000000
INDIAN INDUSTRIES & BUSINESS CONTACTS,I53532362125253
INDIAN SHIPPING REVIEW,I53521526100000
INDIAN CONSUMER SOURCES,I53525256262000
PAINTINDIA,P53530000000000
SILK AND RAYON INDUSTRIES OF INDIA,S42536532362153
INDIANOIL NEWS,I53545200000000
AUTOCAR INDIA,A32653000000000
INDIAN SHIPPING AND SHIPBUILDING,I53521525321435
LOG.INDIA,L25300000000000
PRAY-INDIA,P65300000000000
GLITTERING INDIA,G43652530000000
INDUSTRIAL INDIA,I53236453000000
INDIAN FORECASTER,I53516236000000
INDIA BULLION AND JEWELLERS BULLETIN,I53145324621435
INDIAN COSMETOLOGIST JOURNAL,I53525342326540
INDIAN CLOTHING JOURNAL,I53524352654000
THE INDIA MAGAZINE OF HER PEPOLE AND CULTURE,T53525161453243
AMAR INDIA,A56530000000000
INDIAN GEMMOLOGIST,I53525423000000
CENTRAL BANK OF INDIA ECONOMIC BULLETIN,C53641521532521
GREAT SWATANTRA INDIA,G63235365300000
INDIAN SHIPPING,I53521520000000
MAN MADE TEXTILE IN INDIA,M53234530000000
INDIAN INDUSTRIAL SOURCES,I53532364262000
TOURIST INDIA INTERNATIONAL,T62353536535400
A &S INDIA,A25300000000000
MACHINE INDIA,M25300000000000
INDIAN FOOD FIELD REPORTER,I53513143616360
INDIAN LABOUR REVIEW,I53541610000000
INDIAN LAW REVIEW,I53546100000000
FILM INDIA,F45300000000000
BULLETIN OF BUILDERS ASSOCIATION OF INDIA,B43514362351530
JOURNAL OF THE INDIAN MEDICAL PROFESSION,J65413535324161
THE TEXTILE MONTHLY OF INDIA,T32345341530000
INDIA AT 543 MEMBERS AT ITS BEST,I53516232123000
PRINTVISION INDIA,P65312530000000
WOLLENS AND WORSTEDS OF INDIA,W45253623215300
INDIAN MANAGEMENT,I53525300000000
INDIAN INSTITUTE OF PACKAGING NEWSLETTERS,I53523125252436
MARINE ENGINEERS REVIEW (INDIA),M65256261530000
SIEMENS INDIA NEWS & VIEWS,S52535212000000
PRINTCOM INDIA,P65325300000000
CRN INDIA,C65300000000000
INDIAN MANAGEMENT TRENDS,I53525365320000
FAUJI INDIA,F25300000000000
THE INDIAN JOURNAL OF SURGERY,T53526541262600
ELECTRICAL INDIA,E42362453000000
PHILATELIC JOURNAL OF INDIA,P43426541530000
INDIAN CHEMICAL MANUFACTURER,I53525245123600
TEXMACH INDIA,T25253000000000
INDIAN CUSTOMS GUARDIAN,I53523526350000
INDIA BOOK HOUSE NEWS,I53125200000000
INDIAN COTTON MILLS FEDERATION JOURNAL,I53523542136352
NRI OPPORTUNITIES INDIA,N61635325300000
THE INDIAN & EASTERN ENGINEER,T53523652560000
INDIA BOOK HOUSE NEWS,I53125200000000
INDIAN PANORAMA,I53515650000000
HOLIDAY INDIA REPORTER,H43536163600000
THE INDIAN SAFETY ENGINEER,T53521352560000
LOOK INDIA,L25300000000000
INDIAN JOURNAL OF BIOCHEMIC MEDICINE,I53526541252532
INDIA PROPERTY INSIDER,I53161635236000
RADIO TIMES OF INDIA,R35215300000000
AUTOMOBILE MAGAZINE OF INDIA,A35145251530000
INDIA HALCHAL,I53424000000000
ONE INDIA ONE PEOPLE,O53514000000000
AUTO COMPONENTS INDIA,A32515325300000
THE INDIAN EXPORTER & IMPORTER,T53521636516360
INDIAN JOURNAL OF OCCUPATIONAL HEALTH,I53526541213543
INDIAN CHEMICAL ABSTRACT,I53525241236230
BROADCAST BULLETIN OF INDIA,B63231435153000
GRAFICA NEWS INDIA,G61252530000000
WOOL & WOOLLENS OF INDIA,W45215300000000
INDIAN ELECTRICAL CONTRACTOR & TRADER,I53542362425362
MAYUR INDIA,M65300000000000
JOURNAL OF THE INDIAN DENTAL ASSOCIATION,J65413535353423
INDIAN JOURNAL OF ANAESTHESIA,I53526541523200
INDIA CRIME TIMES,I53265352000000
INDIA BUSINESS JOURNAL,I53125265400000
"INDIAN CONSTRUCTION JOURNAL FOR THE INDIAN ARCHITECTURE, BUILDING AND CONSTRUCTION INDUSTRY",I53525236235265
BANK OF INDIA BULLETIN,B52153143500000
PAPER PRINT PACK INDIA,P16165312530000
JOURNAL OF INDIAN BIO SCIENTIFIC ASSOCIATION,J65415351253123
INDIAN PUBLISHER AND BOOK SELLER,I53514265312460
RUBBER INDIA,R16530000000000
INDIAN MACHINE TOOLS JOURNAL,I53525342654000
JOURNAL OF THE INDIAN MERCHANTS CHAMBER,J65413535625325
SOUL INDIA TIMES,S45352000000000
EQUIPMENT INDIA,E21535300000000
INDIAN STEEL JOURNAL,I53523426540000
INDIAN ARCHITECT & BUILDER,I53562323143600
INDIAN CEMENT REVIEW,I53525361000000
BUSINESS TRAVELLER INDIA,B25236146530000
THE INDIAN BANKER,T53515260000000
THE INDIAN TEXTILE MONITOR,T53532345360000
INDIAN COUNCIL OF BASIC EDUCATION BULLETIN,I53525241232351
JOURNAL OF THE INDIAN INSTITUTE OF ARCHITECTS,J65413535231623
PLASTICS PROGRESS IN INDIA,P42321626253000
OK ! INDIA,O25300000000000
INDIAN ELECTRONICS SOURCE,I53542365262000
JOURNAL OF THE ASSOCIATION OF PHYSICANS OF INDIA,J65413235125215
INDIAN WIRE INDUSTRY JOURNAL,I53565323626540
BULLETIN OF THE ALL INDIA FEDERATION OF MASTER PTR,B43513453136351
TOUCHDOWN INDIA,T23530000000000
DISNEY ADVENTURES INDIA,D25315362530000
NATIONAL GEOGRAPHIC TRAVELLER INDIA,N35426123614653
BIKE INDIA,B25300000000000
CARPET INDIA,C61353000000000
THE INDIAN AUTO JOURNAL,T53532654000000
STATE BANK OF INDIA MANTHLI REVIEW,S31521535346100
CAR INDIA,C65300000000000
INDIAN SILK,I53524200000000
INDIAN STEEL JOURNAL,I53523426540000
COOLING INDIA,C45253000000000
WESTERN INDIA CHARTERED ACCOUNTANTS NEWSLETTER,W23653263632535
AUTO INDIA,A35300000000000
INDIAN DON,I53535000000000
TRAVEL GAZETTE INDIA,T61423530000000
SEVENTEEN INDIA,S15353000000000
INDIAN ELECTRICAL INDUSTRY,I53542362453236
HOME PERSONAL & INSTITUTIONAL CARE INDIA,H51625452354265
INDIAN JOURNAL OF CRITICAL CARE MEDICINE,I53526541263242
ELECTOR INDIA,E42365300000000
INDIAN JAYCEES NEWS,I53525200000000
RESERVE BANK OF INDIA BULLETIN ABRIDGE EDITION,R26152153143516
INSURANCE INDIA,I52652530000000
RESERVE BANK OF INDIA BULLETIN,R26152153143500
T &D INDIA,T35300000000000
INDIAN ELECTRICAL NEWS,I53542362452000
INDIAS STAMP JOURNAL,I53235126540000
INDIA SAUDI ARABIA BILATERAL,I53236143640000
POPULAR SCIENCE INDIA,P14625253000000
JCI INDIA CHALLENGE,J25324520000000
THE EAST INDIAN JOURNAL,T23535265400000
SCREEN PRINT INDIA,S26516535300000
TOOLING INDIA AGE,T45253200000000
THE ACTUARY INDIA,T23653000000000
INDIAN URBAN INFRASTRUCTURE REVIEW,I53561516236236
SAFE INDIA,S15300000000000
STUFF INDIA,S31530000000000
PROPERTY INDIA,P61635300000000
CLEAN INDIA JOURNAL,C45326540000000
VOGUE INDIA,V25300000000000
CINEMA IN INDIA,C53000000000000
INDIAN SYNTHETIC RAYON ISR,I53525326526000
THE INDIAN JOURNAL OF RADIOLOGY AND IMAGING,T53526541634253
THE INDIAN ECONOMIC JOURNAL,T53525265400000
INDIAN STUD STABLE THE INDIAN THOROUGH BRED,I53523231435353
THE INDIAN JOURNAL OF OCCUPATIONAL THERAPY,T53526541213543
JOURNAL OF THE OIL TECHNOLOGISTS ASSOC. OF INDIA,J65413432542321
INDIAWALI BRIDES,I53416320000000
TOURIST TRADE OF INDIA,T62363153000000
INDIA TODAY & TOMORROW,I53560000000000
JEWELLERS OF INDIA,J46215300000000
POETRY INDIA,P36530000000000
MARWAR INDIA,M65300000000000
INDIAN JOURNAL OF NEUROSURGERY,I53526541562626
INDIAN JOURNAL OF MEDICAL AND PAEDIATRIC ONCOLOGY,I53526541532453
JOURNAL OF INDIAN ASSOCIATION OF PUBLIC HEALTH DENTISTRY,J65415352351424
INDIAN JOURNAL OF OCCUPATIONAL AND ENVIRONMENT MEDICINE,I53526541213545
INDIAN SILK JOURNAL,I53524265400000
WASTE RECYCLING INDIA,W23624525300000
GOLDEN INDIA,G43530000000000
BULLETIN OF THE INDIAN FEDERATION OF CATHOLIC MEDICAL GUILDS,B43513535136351
INDIAN SILK AND RAYON,I53524253650000
THE JOURNAL OF THE COMPUTER SOCIETY OF INDIAN,T26541325136231
HEART INDIA,H63530000000000
JOURNAL OF INDIAN SOCIETY OF PEDODONTICS AND PREVENTIVE DENTISTRY,J65415352313532
INDIAN NUCLEAR SOCIETY NEWS,I53524623520000
INDIAN AVIATION CIVIL & MILITARY,I53513521454360
AIRCONDITIONING &REFRIGERATION IN INDIA,A62535261626353
INDIAN JOURNAL OF SECIAL WORK,I53526541246200
INDIAN JOURNAL OF PAEDIATRIC DERMATOLOGY,I53526541362365
QUARTERLY JOURNAL OF INDIAN STUDIES IN SOCIAL SCI,Q63642654153523
ATLAS COPCO INDIAN AIR COMMENTS,A34212535625320
CINEMA VISION INDIA,C51253000000000
GODFREY PHILLIPS INDIA LIMITED NEWS LETTER,G31614125345352
BANK OF INDIA HOUSE JOURNAL,B52153265400000
INDIAN JOURNAL OF HOMOEOPATHIC MEDICINE,I53526541513253
FORBES LIFE INDIA,F61241530000000
THE INDIAN JOURNAL OF AGRICULTURAL ECONOMICS,T53526541262436
INDIAN PUMPS,I53515120000000
COI INDIA,C53000000000000
LUBE INDIA NEWS,L15352000000000
MEDICAL CLINICS OF INDIA,M32424521530000
KAZAKH INDIAN BUSINESS,K25351252000000
JOURNAL OF THE INDIAN STATISTICAL ASSOCIATION,J65413535232324
WORLD WILDLIFE FUND INDIA NEWS LETTER,W64343415353524
INDIAN JOURNAL OF SECULARISM,I53526541246250
THE ART NEWS MAGAZINE OF INDIA,T63525251530000
THE JOURNAL OF INSURANCE INSTITUTE OF INDIA,T26541526525231
INDIAN JOURNAL OF PATHOLOGY AND BACTERIA BIOLOGY,I53526541342531
INDIAN TOOL & SMALL TOOLS,I53534254342000
NEUROLGY INDIA,N64253000000000
CINEMA INDIA INTERNATIONAL,C53536535400000
INDIAN ENERGY ABSTRACTS,I53562123623200
INDIAN JOURNAL OF SOCIAL PSYCHIATRY IASP,I53526541241236
NEWSLETTER OF ALL INDIA DRUGS CONTROL OFFICERS CONFEDERATION,N24361453625364
INDIAN JOURNAL OF MEDICAL ETHICS,I53526541532432
ALL INDIA FEDERATION OF TAX PRACTITIONERS JOURNAL,A45313635132162
INDIAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,I53526541246535
INDIAN JOURNAL OF HAEMATOLOGY & BLOOD TRANSFUSION,I53526541534214
BULLETIN OF THE ASTRONOMICAL SOCIETY OF INDIA,B43513236524231
THE VISION INDIA COMMUNICATIONS,T12532523520000
LEISURE INDIA,L26530000000000
OPTICA INDIA,O13253000000000
PEDIATRICS CLINICS OF INDIA,P36245215300000
PACKAGING INDIA,P25253000000000
JOURNALIST INDIA,J65423530000000
BULLETIN OF INDIAN VACUM SOCIETY,B43515351252300
INDIAN EDUCATION SOCIETY'S ADARSH GURUKUL,I53532352323626
INDIAN CONFERENCE OF SOCIAL WORK NEWS LETTER,I53525165212462
THE BEAUTY OF INDIAN SCREEN,T13153526500000
INDIAN JOURNAL OF MEDICAL MICROBIOLOGY,I53526541532452
LUBRICANTS INDIA,L16253253000000
INDIAN PROSTHODONTIC SOCIETY THE JOURNAL,I53516235323265
INDIA GROUP NEWS,I53261520000000
BULLETIN OF THE INDIAN FEDERATION OF MEDICAL GUILDS,B43513535136351
FILM INDIA WORLDWIDE,F45364300000000
ART INDIA THE ART NEWS MAGAZINE OF INDIA,A63536352525153
INDIA REVIEW,I53610000000000
INDIAN JOURNAL OF PLASTIC SURGERY,I53526541423262
INDIAN JOURNAL OF HUMAN GENETICS,I53526541525320
INDIA LOCAL,I53424000000000
INDIA SAMRAT,I53256300000000
TENDER INDIA,T53653000000000
THE ALL INDIA EXPORTER'S CHAMBER BULLETIN,T45321636251614
ARISE INDIA,A62530000000000
INDIAN MASS NEWS,I53525200000000
BOX OFFICE INDIA,B21253000000000
SUMMER INDIA NEWS,S56535200000000
INDIA AAJ TAK,I53232000000000
INDIA SAMRAT,I53256300000000
VARIETY INDIA,V63530000000000
INDIAN COTTON AND TEXTILE NEWS,I53523532345200
BANK OF INDIA WEEKLY ECONOMIC SURVEY,B52153242526100
INDIAN FASTTRACK,I53512362000000
THE INDIAN TURF PHOTOS SPECIAL,T53536132124000
INDIA SPEECH,I53212000000000
THE ILLUSTRATED WEEKLY OF INDIA,T42363241530000
INDIA INSAF TIMES,I53521352000000
NEWS INDIA,N25300000000000
FILMNEWS OF INDIA,F45215300000000
POLYMER INDIA,P45653000000000
RESERVE BANK OF INDIA BULLETIN WEEKLY SATISTICAL SUPPLEMENT,R26152153143524
SUNDAY TIMES OF INDIA,S53521530000000
THE INDIAN LEAGUE,T53542000000000
INDIA SAMRAT,I53256300000000
THE INDIAN MUSLIM TIMES,T53524535200000
INDIAN EXPRESS TENDERS,I53521623536200
HAPYAY INDIA,H15300000000000
ALL INDIA TENDERS WEEKLY BULLETIN,A45353624143500
INDIAN MONITOR,I53536000000000
INDIAN TIMES REVIEW,I53535261000000
ASSIGNMENTS IN INDIA - THE ACCESS,A25325320000000
METRO INDIA,M36530000000000
INDIA WEEK THE NATIONAL NEWS MAGAZINE,I53235354525250
THE UNITY OF INDIA,T53153000000000
INDIAN LOTTERY,I53543600000000
ALL INDIA BRIGADE,A45316230000000
THE TIMES OF INDIA,T35215300000000
THE INDIAN EXPRESS,T53521620000000
INDIAN POWER WORKER,I53516260000000
FIRE TECHNOLOGY INDIA,F63254253000000
THE NORTH INDIAN VISION,T56353512500000
ALL INDIA HIGH COURT CASES,A45326320000000
ALL INDIA REPORTER,A45361636000000
HONEST AND TRUTH NEWS INDIA,H52353635253000
THE INDIAN MEDICINE PERIODICAL,T53532516324000
INDIAN ASSN FOR WATER POLLUTION CONTROL NEWSLETTER,I53525163614352
THE APOSTOLIC HERALD INDIA,T12342643530000
RIGHT INDIA,R23530000000000
THE SUNDAY TIMES OF INDIA,T25352153000000
INDIAN GANGASAGAR,I53525260000000
THE TIMES OF INDIA,T35215300000000
ALL INDIA CO OPERATIVE TRIBUNAL JOURNAL,A45321631361542
INDIAN JOURNAL OF TRANSFUSION MEDICINE,I53526541365212
INDIAN FRIEND,I53516530000000
THE SUNDAY TIMES OF INDIA,T25352153000000
INDIAN NIRBHID,I53561300000000
INDIA DARPAN,I53615000000000
KAMGAR PATRAK GOVT OF INDIA PRESS NASIK,K52613621315316
BULLETIN OF INDIAN SOCIETY AND CULTURE,B43515352353243
INDIAN LITERATURE AND CULTURE TODAY,I53543636532436
NAMSKAR INDIA,N52653000000000
ONEINDIA ONEVOICE,O53512000000000
NITHIA'S INDIAN LAW RADAR,N32535463600000
INDIACOM BUSINESS USERS GUIDE-PUNE,I53251252623150
INDIACOM YELLOW PAGES-AHMEDABAD,I53254125313000
INDIACOM YELLOW PAGES PLUS HUBLI,I53254121421400
INDIACOM YELLOW PAGES PLUS VADODARA,I53254121421360
INDIACOM YELLOW PAGES PLUS PUNE,I53254121421500
INDIACOM YELLOW PAGES-FARIDABAD & GURGAON,I53254121631326
INDIACOM YELLOW PAGES-VADODARA,I53254121360000
INDIACOM BUSINESS USERS' GUIDE-HYDERABAD,I53251252623613
INDIACOM YELLOW PAGES-PUNE,I53254121500000
NEW INDIA DIGEST,N53230000000000
REPUBLICAN NEWS INDIA,R14252530000000
THE TIMES OF INDIA,T35215300000000
THE INDIAN EXPRESS,T53521620000000
INDIAN DAILY WEATHER REPORT,I53534361630000
BIG INDIA,B25300000000000
INDIA JOURNOLINE,I53265450000000
MARATHI VYASPITH INDIAN TIMES,M63121353535200
JOURNAL OF INDIAN VOICE ASSOCIATION,J65415351235000
JOURNAL OF NURSING RESEARCH SOCIETY OF INDIA,J65415625262623
PRIDE OF INDIA,P63153000000000
BOOK INDIA,B25300000000000
INDIAN WEATHER REVIEW MONTHLY WEATHER REPORT,I53536153436163
BULAND INDIA,B45353000000000
EVOLUTION MOTORSPORT INDIA,E14353621635300
FAST BIKES INDIA,F23125300000000
EVO INDIA,E15300000000000
LIVE INDIA SAMRUDDHA JEEVAN,L15325632150000
INDIAN HUMAN RIGHTS CHRONICLE,I53562326524000
THE LION IN INDIA,T45300000000000
INDIAN JOURNAL OF TRANSPORT MANAGEMENT,I53526541365216
URJA INDIA,U62530000000000
THE JOURNAL OF INDIAN SCHOOL OF POLITICAL ECONOMY,T26541535241432
INDIAN PHILOSOPHICAL QUARTERLY,I53514212426364
INDUSTRIAL COGENERATION INDIA,I53236425635300
HERITAGE INDIA,H63253000000000
INDIAN BEE JOURNAL,I53512654000000
ARMED FORCES MEDICAL JOURNAL (INDIA),A65316253242654
INDIAN LINGUISTICS,I53545232000000
IASTAM INDIA NEWSLETTER,I23535243600000
THE WINGS TIME INDIA,T52353000000000
INDIAN DAILY WORKER,I53534626000000
INDIA SPEAKING,I53212520000000
INDIAN ORGANIC FARMING,I53562521652000
THE MOUTH OF INDIA,T53153000000000
MEDICAL MOMENTS OF INDIA,M32453215300000
THE SUNDAY TIMES OF INDIA,T25352153000000
INDIA NEWS POWER OF MEDIA,I53521615300000
INDIA SPEED NEWS,I53213520000000
THE GREATEST INDIAN,T26323535000000
ONENESS INDIA,O52530000000000
INDIAN STREAMS RESEARCH JOURNAL,I53523652626265
CONTEMPORARY RESEARCH IN INDIA,C53516262530000
INDIAN RESEARCH SPECTRUM,I53562621236500
BAGBAN ALL INDIA NEWS,B21545352000000
TRANSFORMATION OF INDIA,T65216535153000
MIRROR INDIA,M65300000000000
YOUNG INDIAN TIMES,Y52535352000000
NEW INDIA HERALD,N53643000000000
INDIAN NATIVE CHARTER,I53531263600000
INDIA CRIME,I53265000000000
RAMBHAU MHALGI PRABODHINI INDIAN JOURNAL OF DEMOCRATIC GOVERNANCE,R51542161353526
THE INDIAN CONCRETE JOURNAL,T53525263265400
THANE BRANCH OF WESTERN INDIA REGIONAL COUNCIL OF THE INSTITUTE OF CHARTERED ACCOUNTANTS OF INDIA - NEWS LETTER,T51652123653625
INDIA UNBOUND,I53515300000000
BAWANDER INDIA,B53653000000000
WATCH INDIA,W32530000000000
INDIAN PUMPS & VALVES REVIEW,I53515121412610
RAFTAR INDIA,R13653000000000
INDIA UNBOUND,I53515300000000
CRIME OF INDIA,C65153000000000
COMMODITIES INDIA,C53253000000000
ALL INDIA KISAN KRANTI,A45325265300000
THE STAR OF INDIA,T23615300000000
GOLD INDIA,G43530000000000
INDIANTIMES,I53535200000000
BLUE INDIA,B45300000000000
INDIAN LANDSLIDES (SCIENTIFIC),I53545324325312
INDIAN JOURNAL OF HILL FARMING,I53526541416520
INDIAN,I53500000000000
YOUNG INDIA,Y52530000000000
YOUNG INDIA,Y52530000000000
INDIA AAJ KAL,I53240000000000
HARSHIT INDIA,H62353000000000
SWATANTRA INDIA,S35365300000000
UTKARSH INDIA,U32625300000000
INDIAN WORLD,I53564300000000
REGAL INDIA,R24530000000000
MADHUR INDIA,M36530000000000
PRABHAT INDIA,P61353000000000
ABSOLUTE INDIA,A12435300000000
HARPAL INDIA,H61453000000000
NEW INDIA HERALD,N53643000000000
THE TIMES OF INDIA,T35215300000000
NAYA INDIA,N53000000000000
ABSOLUTE INDIA,A12435300000000
COVERAGE INDIA,C16253000000000
INDIA CIRCULATION,I53262435000000
PUBLIC NEWS OF INDIA,P14252153000000
THE INDIAN ROAR,T53560000000000
MATERIAL SCIENCE RESEARCH INDIA,M36425262625300
INDIAN JOURNAL OF ZOOLOGY,I53526541242000
INDIAN PEOPLES TIMES,I53514235200000
TODAY'S INDIAN,T32535000000000
SAI INDIA,S53000000000000
HARSHIT INDIA,H62353000000000
INDIAN EDUCATION,I53532350000000
RASHTRA HIT INDIAN PRESS FORUM,R23635351621650
TASTE OF INDIA,T23153000000000
TO DATE INDIA,T35300000000000
INDIA SAMARTH,I53256300000000
INDIAN DIAMOND,I53535300000000
PROUD OF INDIA TOURISM,P63153625000000
INDIAN FACE,I53512000000000
GLORY OF INDIA,G46153000000000
SPORTS AND FITNESS INDIA,S16325313525300
PROGRESS INDIA,P62625300000000
MUSKURAYAEGA INDIA,M26253000000000
GLORIOUS NEW INDIA,G46253000000000
UTPRERAK INDIA,U31625300000000
INDIA UPDATE,I53130000000000
INDIA RISE,I53620000000000
INDIA ONE SAMACHAR,I53525260000000
THE NEWS CRITIC INDIA,T52632530000000
HEALTH PLUS INDIA,H43142530000000
INDIAN MARK,I53562000000000
INDIA POL BIZ MAGAZINE,I53141252500000
LIFE INDIA,L15300000000000
INDIAN TESTIMONY,I53532350000000
SARTHI VISION INDIA,S63125300000000
PROGRESS OF INDIA,P62621530000000
WAKE UP TO THE NEW INDIA,W21353000000000
THE INDIAN GURU,T53526000000000
INDIA AGAIN,I53250000000000
MADHUR INDIA,M36530000000000
ALL INDIA DIPLOMA ENGINEERS JOURNAL,A45314525626540
JAGRAT INDIA,J26353000000000
MID LINE INDIA,M34530000000000
SWASTH INDIA,S23530000000000
INDIAN MEDIA TIMES,I53535200000000
THE NEWSMAN OF INDIA,T52515300000000
INDIA VANI,I53150000000000
INDIAN EYE,I53500000000000
DEMOCRATIC INDIA,D52632530000000
THE BURNING INDIA,T16525300000000
INDIAN COMPUTRADE NEWS,I53525136352000
INDIAN GUAGE,I53520000000000
INDIAN JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS (OFFICIAL JOURNAL OF IAP CHAPTER OF NEURODEVELOPMENTAL PEDIATRICS),I53526541314153
COVERAGE INDIA,C16253000000000
TARA INDIA,T65300000000000
IMPRESSIVE INDIA,I51621530000000
NATURE INDIA,N36530000000000
INDIAN PUBLIC REPORTER,I53514261636000
CENTRAL INDIA,C53645300000000
SPARKLE INDIA,S16245300000000
POPULAR NEWS INDIA,P14652530000000
INDIAN MEDIA TIMES,I53535200000000
NIRMAL INDIA,N65453000000000
SUNDAY TIMES OF INDIA,S53521530000000
INDIAN FUTURE,I53513600000000
SANDESH INDIA,S53253000000000
TENDER & TRADE INDIA,T53636353000000
THE INDIAN BAZAAR,T53512600000000
HARSHIT INDIA,H62353000000000
KALAM OF INDIA,K45153000000000
CHRONICLE OF INDIA,C65241530000000
THE SPRING INDIA,T21652530000000
ALL INDIA CIVIL TENDERS,A45321435362000
NITAI HALCHAL INDIA,N34245300000000
EAGLE OF INDIA,E24153000000000
AMRIT INDIA,A56353000000000
REVISE INDIA,R12530000000000
INDIA SHAM TAK,I53253200000000
K M J INDIA,K52530000000000
INDIA UPLIFT,I53141300000000
INDIA STORY,I53236000000000
NAYA INDIA,N53000000000000
BEAUTY INDIA,B35300000000000
INDIAN PULSAR,I53514260000000
RAAG INDIA,R25300000000000
POL KHOL INDIA,P42453000000000
INDIA PLUS,I53142000000000
INDIAN MIRROR,I53560000000000
MILAN INDIA,M45300000000000
JAGATA INDIA,J23530000000000
DIYA HARSH SAVDHAN INDIA EXPRESS,D62135321620000
TARK INDIA,T62530000000000
EYE OF INDIA,E15300000000000
INDIA UPLIFT,I53141300000000
INDIA MATTER,I53536000000000
INDIAN NEWS ADDA,I53523000000000
PUMPS INDIA,P51253000000000
INDIAN PLAST PACK NEWS,I53514231252000
"INDIAN JOURNAL OF DERMATOLOGY, VENEREOLOGY & LEPROLOGY",I53526541365342
MATRAM INDIA,M36530000000000
THE TIMES OF INDIA,T35215300000000
INDIA NOW,I53500000000000
EXPRESS YOUNG INDIA,E21625253000000
NAYA INDIA,N53000000000000
ART INDIA NEWS,A63535200000000
INDIA BHARTI NEWS,I53163520000000
HEARTBEAT OF INDIA,H63131530000000
INDIAN JOURNAL OF NURSING STUDIES,I53526541562523
AGRO INDIA,A26530000000000
IT ASSOCIATION OF INDIA,I32351530000000
SARTHI INDIA,S63530000000000
CENTRE INDIA DETECTIVE,C53653231000000
SUCCESS TREBHUVAN INDIA,S23615300000000
THE INDIANAMA,T53500000000000
METRO VISION OF INDIA,M36125153000000
MY INDIA,M53000000000000
THE EXPOSE INDIA,T21253000000000
PULSE OF INDIAN,P42153500000000
ANGRY INDIAN,A52653500000000
INDIA FIRST,I53162300000000
NAVRANG INDIA,N16525300000000
DIRECTOR INDIA,D62365300000000
ADVANCE INDIA,A31525300000000
THE INDIAN PAPERBOY,T53516100000000
VAASTVIK INDIA,V23125300000000
ENERGETICA INDIA,E56232530000000
QUEENS INDIA TIMES,Q52535200000000
PROGRESSIVE INDIA,P62621530000000
THE INDIAN JOURNAL OF FIELD VETERINARIANS,T53526541431365
VALVES INDIA,V41253000000000
THE INDIAN JOURNAL OF VETERINARY SCIENCES AND BIOTECHNOLOGY,T53526541365625
OUR INDIA,O65300000000000
MAX INDIA NEWS,M25352000000000
MARKETING TIMES OF INDIA,M62352352153000
THE GRAMIN NAMASTE INDIA,T26523530000000
AAGAZ INDIA,A25300000000000
CHETANA BULAND INDIA,C35145353000000
PALIWAL INDIA,P45300000000000
NAYE BHARAT KI KHOJ RE DISCOVER INDIA,N16326321653000
INDIA RADIO AND ELECTRONIC DEVELOPMENT,I53635342365231
INDIAN PLAST TIMES,I53514235200000
TRADE-LINK INDIA,T63452530000000
THE PULS OF INDIA,T14215300000000
COME ON INDIA,C53000000000000
FOCUS INDIA,F25300000000000
SUNDAY TIMES OF INDIA,S53521530000000
INDIAN LION,I53545000000000
RUSH INDIA,R25300000000000
NISHPAKSH NIDAR PATRAKARITA ABHI INDIA,N21253613626315
DIGITAL INDIA EXPRESS,D23453216200000
NAYA INDIA,N53000000000000
PALPAL INDIA,P41453000000000
INDIA AHEAD,I53000000000000
PRINCE INDIA,P65253000000000
THE INDIAN LAW REPORTS M.P SERIES,T53546163251262
INDIAN MEDICAL ASSOCIATION M P STATE BRANCH NEWS BULLETIN,I53532423512316
INDIA CULTURES QUARTERS,I53243626362000
INDIAN REPORTER,I53561636000000
INDIAN BLOOD,I53514300000000
ART INDIA NEWS,A63535200000000
INDIA PYRAMID,I53165300000000
